team_name,team_short_name,minute
Arsenal,Arsenal,16
Arsenal,Arsenal,20
Arsenal,Arsenal,22
Arsenal,Arsenal,27
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,57
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,62
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,65
Arsenal,Arsenal,65
Arsenal,Arsenal,65
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,68
Arsenal,Arsenal,69
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,83
Arsenal,Arsenal,83
Arsenal,Arsenal,83
Arsenal,Arsenal,83
Arsenal,Arsenal,83
Arsenal,Arsenal,83
Arsenal,Arsenal,83
Arsenal,Arsenal,84
Arsenal,Arsenal,84
Arsenal,Arsenal,84
Arsenal,Arsenal,84
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,86
Arsenal,Arsenal,86
Arsenal,Arsenal,86
Arsenal,Arsenal,86
Arsenal,Arsenal,86
Arsenal,Arsenal,87
Arsenal,Arsenal,87
Arsenal,Arsenal,87
Arsenal,Arsenal,87
Arsenal,Arsenal,88
Arsenal,Arsenal,88
Arsenal,Arsenal,88
Arsenal,Arsenal,88
Arsenal,Arsenal,88
Arsenal,Arsenal,88
Arsenal,Arsenal,89
Arsenal,Arsenal,89
Arsenal,Arsenal,90
Arsenal,Arsenal,91
Arsenal,Arsenal,91
Arsenal,Arsenal,91
Arsenal,Arsenal,91
Arsenal,Arsenal,92
Arsenal,Arsenal,92
Arsenal,Arsenal,93
Arsenal,Arsenal,93
Arsenal,Arsenal,93
Arsenal,Arsenal,93
Arsenal,Arsenal,94
Arsenal,Arsenal,94
Arsenal,Arsenal,94
Arsenal,Arsenal,95
Arsenal,Arsenal,95
Arsenal,Arsenal,95
Arsenal,Arsenal,95
Aston Villa,Aston Villa,10
Aston Villa,Aston Villa,27
Aston Villa,Aston Villa,28
Aston Villa,Aston Villa,32
Aston Villa,Aston Villa,35
Aston Villa,Aston Villa,44
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,49
Aston Villa,Aston Villa,53
Aston Villa,Aston Villa,53
Aston Villa,Aston Villa,58
Aston Villa,Aston Villa,59
Aston Villa,Aston Villa,59
Aston Villa,Aston Villa,60
Aston Villa,Aston Villa,60
Aston Villa,Aston Villa,60
Aston Villa,Aston Villa,60
Aston Villa,Aston Villa,61
Aston Villa,Aston Villa,61
Aston Villa,Aston Villa,61
Aston Villa,Aston Villa,61
Aston Villa,Aston Villa,62
Aston Villa,Aston Villa,63
Aston Villa,Aston Villa,64
Aston Villa,Aston Villa,64
Aston Villa,Aston Villa,64
Aston Villa,Aston Villa,64
Aston Villa,Aston Villa,64
Aston Villa,Aston Villa,65
Aston Villa,Aston Villa,65
Aston Villa,Aston Villa,65
Aston Villa,Aston Villa,65
Aston Villa,Aston Villa,65
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,68
Aston Villa,Aston Villa,68
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
