team_name,team_short_name,minute
Arsenal,Arsenal,34
Arsenal,Arsenal,35
Arsenal,Arsenal,36
Arsenal,Arsenal,37
Arsenal,Arsenal,39
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,48
Arsenal,Arsenal,54
Arsenal,Arsenal,56
Arsenal,Arsenal,56
Arsenal,Arsenal,56
Arsenal,Arsenal,57
Arsenal,Arsenal,58
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,60
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,62
Arsenal,Arsenal,62
Arsenal,Arsenal,62
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,64
Arsenal,Arsenal,65
Arsenal,Arsenal,66
Arsenal,Arsenal,66
Arsenal,Arsenal,66
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,69
Arsenal,Arsenal,69
Arsenal,Arsenal,69
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,81
Arsenal,Arsenal,82
Arsenal,Arsenal,83
Arsenal,Arsenal,84
Arsenal,Arsenal,84
Arsenal,Arsenal,86
Arsenal,Arsenal,88
Arsenal,Arsenal,89
Arsenal,Arsenal,94
Bournemouth,Bournemouth,23
Bournemouth,Bournemouth,23
Bournemouth,Bournemouth,30
Bournemouth,Bournemouth,36
Bournemouth,Bournemouth,44
Bournemouth,Bournemouth,45
Bournemouth,Bournemouth,45
Bournemouth,Bournemouth,45
Bournemouth,Bournemouth,48
Bournemouth,Bournemouth,53
Bournemouth,Bournemouth,56
Bournemouth,Bournemouth,56
Bournemouth,Bournemouth,58
Bournemouth,Bournemouth,58
Bournemouth,Bournemouth,59
Bournemouth,Bournemouth,59
Bournemouth,Bournemouth,59
Bournemouth,Bournemouth,61
Bournemouth,Bournemouth,62
Bournemouth,Bournemouth,62
Bournemouth,Bournemouth,62
Bournemouth,Bournemouth,64
Bournemouth,Bournemouth,64
Bournemouth,Bournemouth,65
Bournemouth,Bournemouth,65
Bournemouth,Bournemouth,65
Bournemouth,Bournemouth,66
Bournemouth,Bournemouth,66
Bournemouth,Bournemouth,66
Bournemouth,Bournemouth,67
Bournemouth,Bournemouth,67
Bournemouth,Bournemouth,68
Bournemouth,Bournemouth,68
