team_name,team_short_name,minute
Arsenal,Arsenal,5
Arsenal,Arsenal,18
Arsenal,Arsenal,28
Arsenal,Arsenal,30
Arsenal,Arsenal,31
Arsenal,Arsenal,34
Arsenal,Arsenal,38
Arsenal,Arsenal,38
Arsenal,Arsenal,44
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,53
Arsenal,Arsenal,53
Arsenal,Arsenal,54
Arsenal,Arsenal,54
Arsenal,Arsenal,54
Arsenal,Arsenal,56
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,57
Arsenal,Arsenal,58
Arsenal,Arsenal,58
Arsenal,Arsenal,58
Arsenal,Arsenal,58
Arsenal,Arsenal,58
Arsenal,Arsenal,59
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,60
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,62
Arsenal,Arsenal,62
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,65
Arsenal,Arsenal,65
Arsenal,Arsenal,65
Arsenal,Arsenal,66
Arsenal,Arsenal,66
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,82
Arsenal,Arsenal,82
