team_name,team_short_name,minute
Arsenal,Arsenal,39
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,45
Arsenal,Arsenal,53
Arsenal,Arsenal,53
Arsenal,Arsenal,58
Arsenal,Arsenal,59
Arsenal,Arsenal,59
Arsenal,Arsenal,60
Arsenal,Arsenal,61
Arsenal,Arsenal,61
Arsenal,Arsenal,62
Arsenal,Arsenal,62
Arsenal,Arsenal,62
Arsenal,Arsenal,62
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,63
Arsenal,Arsenal,64
Arsenal,Arsenal,64
Arsenal,Arsenal,65
Arsenal,Arsenal,66
Arsenal,Arsenal,66
Arsenal,Arsenal,66
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,67
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,68
Arsenal,Arsenal,69
Arsenal,Arsenal,69
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,70
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,71
Arsenal,Arsenal,72
Arsenal,Arsenal,72
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,73
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,74
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,75
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,76
Arsenal,Arsenal,77
Arsenal,Arsenal,77
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,78
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,79
Arsenal,Arsenal,80
Arsenal,Arsenal,80
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,81
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,82
Arsenal,Arsenal,83
Arsenal,Arsenal,84
Arsenal,Arsenal,84
Arsenal,Arsenal,84
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,85
Arsenal,Arsenal,86
Arsenal,Arsenal,86
Arsenal,Arsenal,87
Arsenal,Arsenal,87
Arsenal,Arsenal,88
Arsenal,Arsenal,88
Arsenal,Arsenal,89
Arsenal,Arsenal,90
Arsenal,Arsenal,90
Arsenal,Arsenal,90
Arsenal,Arsenal,91
Arsenal,Arsenal,91
Arsenal,Arsenal,91
Arsenal,Arsenal,92
Arsenal,Arsenal,92
Arsenal,Arsenal,93
Arsenal,Arsenal,95
Aston Villa,Aston Villa,10
Aston Villa,Aston Villa,13
Aston Villa,Aston Villa,15
Aston Villa,Aston Villa,31
Aston Villa,Aston Villa,40
Aston Villa,Aston Villa,40
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,45
Aston Villa,Aston Villa,50
Aston Villa,Aston Villa,52
Aston Villa,Aston Villa,56
Aston Villa,Aston Villa,57
Aston Villa,Aston Villa,57
Aston Villa,Aston Villa,58
Aston Villa,Aston Villa,59
Aston Villa,Aston Villa,60
Aston Villa,Aston Villa,60
Aston Villa,Aston Villa,61
Aston Villa,Aston Villa,62
Aston Villa,Aston Villa,63
Aston Villa,Aston Villa,63
Aston Villa,Aston Villa,65
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,66
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,67
Aston Villa,Aston Villa,68
Aston Villa,Aston Villa,68
Aston Villa,Aston Villa,68
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,69
Aston Villa,Aston Villa,70
Aston Villa,Aston Villa,70
Aston Villa,Aston Villa,70
Aston Villa,Aston Villa,71
Aston Villa,Aston Villa,71
Aston Villa,Aston Villa,71
Aston Villa,Aston Villa,71
Aston Villa,Aston Villa,71
Aston Villa,Aston Villa,71
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,72
Aston Villa,Aston Villa,73
Aston Villa,Aston Villa,73
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,74
Aston Villa,Aston Villa,76
Aston Villa,Aston Villa,76
Aston Villa,Aston Villa,76
Aston Villa,Aston Villa,76
Aston Villa,Aston Villa,77
Aston Villa,Aston Villa,77
Aston Villa,Aston Villa,77
Aston Villa,Aston Villa,77
Aston Villa,Aston Villa,77
Aston Villa,Aston Villa,77
Aston Villa,Aston Villa,78
Aston Villa,Aston Villa,78
Aston Villa,Aston Villa,78
Aston Villa,Aston Villa,78
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,79
Aston Villa,Aston Villa,80
Aston Villa,Aston Villa,80
Aston Villa,Aston Villa,81
Aston Villa,Aston Villa,81
Aston Villa,Aston Villa,82
Aston Villa,Aston Villa,82
Aston Villa,Aston Villa,83
Aston Villa,Aston Villa,83
Aston Villa,Aston Villa,84
Aston Villa,Aston Villa,84
Aston Villa,Aston Villa,84
Aston Villa,Aston Villa,85
Aston Villa,Aston Villa,86
Aston Villa,Aston Villa,86
Aston Villa,Aston Villa,86
Aston Villa,Aston Villa,86
Aston Villa,Aston Villa,86
Aston Villa,Aston Villa,88
Aston Villa,Aston Villa,88
Aston Villa,Aston Villa,88
Aston Villa,Aston Villa,89
Aston Villa,Aston Villa,89
Aston Villa,Aston Villa,89
Aston Villa,Aston Villa,91
Aston Villa,Aston Villa,91
Aston Villa,Aston Villa,94
Brentford,Brentford,12
Brentford,Brentford,21
Brentford,Brentford,26
Brentford,Brentford,27
Brentford,Brentford,29
Brentford,Brentford,41
Brentford,Brentford,43
Brentford,Brentford,44
Brentford,Brentford,45
Brentford,Brentford,45
Brentford,Brentford,45
Brentford,Brentford,45
Brentford,Brentford,49
Brentford,Brentford,52
Brentford,Brentford,54
Brentford,Brentford,56
Brentford,Brentford,56
Brentford,Brentford,56
Brentford,Brentford,57
Brentford,Brentford,58
Brentford,Brentford,58
Brentford,Brentford,58
Brentford,Brentford,59
Brentford,Brentford,59
Brentford,Brentford,59
Brentford,Brentford,61
Brentford,Brentford,61
Brentford,Brentford,61
Brentford,Brentford,62
Brentford,Brentford,62
Brentford,Brentford,62
Brentford,Brentford,63
Brentford,Brentford,64
Brentford,Brentford,64
Brentford,Brentford,66
Brentford,Brentford,66
Brentford,Brentford,66
Brentford,Brentford,66
Brentford,Brentford,67
Brentford,Brentford,67
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,68
Brentford,Brentford,69
Brentford,Brentford,69
Brentford,Brentford,69
Brentford,Brentford,69
Brentford,Brentford,69
Brentford,Brentford,69
Brentford,Brentford,70
Brentford,Brentford,70
Brentford,Brentford,70
Brentford,Brentford,70
Brentford,Brentford,70
Brentford,Brentford,70
Brentford,Brentford,71
Brentford,Brentford,71
